Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,LotFrontageLog,LotAreaLog,1stFlrSFLog,GrLivAreaLog,2ndFlrDummy,3SsnPorchDummy,AlleyDummy,EnclosedPorchDummy,FireplaceDummy,LowQualFinDummy,OpenPorchDummy,PoolDummy,ScreenPorchDummy,PorchDummy,BsmtDummy,DeckDummy,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,TotalSFLog,Total_sqr_footageLog,Total_porch_sfLog,TotalSFxOverallQual,GrLivAreaxOverallQual,BsmtFinSF1xOverallQual,LotAreaxOverallQual,TotalSFxLotArea
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,NA,MnPrv,NA,0,7,2008,WD,Normal,40000.0,10.596634733096073,3.912023005428146,9.047821442478408,6.47543271670409,7.183111701743281,1,0,1,1,0,0,1,0,0,1,1,0,3870,1966.0,1317.0,1.0,226,1966.0,1317.0,226,7864.0,5268,0.0,34000,16711000.0
32,20,RL,67.53566779615846,8544,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Gd,Y,SBrkr,1228,0,0,1228,0.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,1966.0,Unf,1.0,271.0,TA,TA,Y,0,65,0,0,0,0,NA,MnPrv,NA,0,6,2008,WD,Normal,149350.0,11.914047823644255,4.212655870113073,9.052984561199976,7.113142108707088,7.113142108707088,0,0,0,0,0,0,1,0,0,1,1,0,3972,2456.0,1228.0,1.5,65,2456.0,1228.0,65,12280.0,6140,0.0,42720,20984064.0
33,20,RL,85.0,11049,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1234,0,0,1234,0.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007.0,RFn,2.0,484.0,TA,TA,Y,0,30,0,0,0,0,NA,NA,NA,0,1,2008,WD,Normal,179900.0,12.100156419938624,4.442651256490317,9.310095205113175,7.1180162044653335,7.1180162044653335,0,0,0,0,0,0,1,0,0,1,1,0,4014,2468.0,1234.0,2.0,30,2468.0,1234.0,30,19744.0,9872,0.0,88392,27268932.0
34,20,RL,70.0,10552,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018.0,Unf,0.0,380.0,1398.0,GasA,Gd,Y,SBrkr,1700,0,0,1700,0.0,1.0,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2.0,447.0,TA,TA,Y,0,38,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,165500.0,12.016726473799254,4.248495242049359,9.26407069439715,7.438383530044307,7.438383530044307,0,0,0,0,1,0,1,0,0,1,1,0,3918,3098.0,2718.0,2.0,38,3098.0,2718.0,38,15490.0,8500,5090.0,52760,32690096.0
35,120,RL,60.0,7313,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,408.0,1561.0,GasA,Ex,Y,SBrkr,1561,0,0,1561,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,556.0,TA,TA,Y,203,47,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,277500.0,12.533576212168626,4.0943445622221,8.89740886527095,7.353081920515432,7.353081920515432,0,0,0,0,1,0,1,0,0,1,1,1,4010,3122.0,2714.0,3.0,250,3122.0,2714.0,250,28098.0,14049,10377.0,65817,22831186.0
36,60,RL,108.0,13418,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,691.0,TA,TA,Y,113,32,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,309000.0,12.641096555879882,4.68213122712422,9.504352368122833,7.0317412587631285,7.804659297056102,1,0,0,0,1,0,1,0,0,1,1,1,4009,3569.0,2452.0,3.5,145,3569.0,2452.0,145,28552.0,19616,0.0,107344,47888842.0
37,20,RL,112.0,10859,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1097.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,0,1097,0.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1995.0,Unf,2.0,672.0,TA,TA,Y,392,64,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,145000.0,11.884489021402711,4.718498871295094,9.2927495082169,7.00033446027523,7.00033446027523,0,0,0,0,0,0,1,0,0,1,1,1,3989,2194.0,1097.0,1.5,456,2194.0,1097.0,456,10970.0,5485,0.0,54295,23824646.0
38,20,RL,74.0,8532,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213.0,Unf,0.0,84.0,1297.0,GasA,Gd,Y,SBrkr,1297,0,0,1297,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2.0,498.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,153000.0,11.938193200374572,4.30406509320417,9.05157907959124,7.167809184316444,7.167809184316444,0,0,0,0,1,0,0,0,0,0,1,0,3944,2594.0,2510.0,1.5,0,2594.0,2510.0,0,12970.0,6485,6065.0,42660,22132008.0
39,20,RL,68.0,7922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731.0,Unf,0.0,326.0,1057.0,GasA,TA,Y,SBrkr,1057,0,0,1057,1.0,0.0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1953.0,Unf,1.0,246.0,TA,TA,Y,0,52,0,0,0,0,NA,NA,NA,0,1,2010,WD,Abnorml,109000.0,11.59910316121128,4.219507705176107,8.977398978181862,6.963189985870238,6.963189985870238,0,0,0,0,0,0,1,0,0,1,1,0,3960,2114.0,1788.0,2.0,52,2114.0,1788.0,52,10570.0,5285,3655.0,39610,16747108.0
40,90,RL,65.0,6040,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,N,FuseP,1152,0,0,1152,0.0,0.0,2,0,2,2,Fa,6,Typ,0,NA,NA,1965.0,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,AdjLand,82000.0,11.314474526246391,4.174387269895637,8.706159290928861,7.049254841255837,7.049254841255837,0,0,0,0,0,0,0,0,0,0,0,0,3910,1152.0,1152.0,2.0,0,1152.0,1152.0,0,4608.0,4608,0.0,24160,6958080.0
41,20,RL,84.0,8658,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0,138,0,0,0,0,NA,GdWo,NA,0,12,2006,WD,Abnorml,160000.0,11.982929094215963,4.430816798843313,9.066239028001926,7.188412736496954,7.188412736496954,0,0,0,0,1,0,1,0,0,1,1,0,3930,2412.0,1967.0,2.0,138,2412.0,1967.0,138,14472.0,7944,3858.0,51948,20883096.0
42,20,RL,115.0,16905,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967.0,Unf,0.0,383.0,1350.0,GasA,Gd,Y,SBrkr,1328,0,0,1328,0.0,1.0,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1.0,308.0,TA,TA,P,0,104,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,170000.0,12.043553716032399,4.74493212836325,9.735364715141987,7.191429330036379,7.191429330036379,0,0,0,0,1,0,1,0,0,1,1,0,3918,2678.0,2295.0,2.0,104,2678.0,2295.0,104,13390.0,6640,4835.0,84525,45271590.0
43,85,RL,70.02540683856253,9180,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747.0,LwQ,93.0,0.0,840.0,GasA,Gd,Y,SBrkr,884,0,0,884,1.0,0.0,1,0,2,1,Gd,5,Typ,0,NA,Attchd,1983.0,RFn,2.0,504.0,TA,Gd,Y,240,0,0,0,0,0,NA,MnPrv,NA,0,12,2007,WD,Normal,144000.0,11.877568578558138,4.248858131033794,9.124782483614537,6.784457062637643,6.784457062637643,0,0,0,0,0,0,0,0,0,0,1,1,3966,1724.0,1724.0,2.0,240,1724.0,1724.0,240,8620.0,4420,3735.0,45900,15826320.0
44,20,RL,70.10157379582759,9200,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280.0,BLQ,491.0,167.0,938.0,GasA,TA,Y,SBrkr,938,0,0,938,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1977.0,Unf,1.0,308.0,TA,TA,Y,145,0,0,0,0,0,NA,MnPrv,NA,0,7,2008,WD,Normal,130250.0,11.777210959615614,4.2499452445136034,9.126958763037132,6.843749949006225,6.843749949006225,0,0,0,0,0,0,0,0,0,0,1,1,3955,1876.0,1709.0,2.0,145,1876.0,1709.0,145,9380.0,4690,1400.0,46000,17259200.0
45,20,RL,70.0,7945,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,Ex,Y,FuseA,1150,0,0,1150,1.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959.0,RFn,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,141000.0,11.856515169360305,4.248495242049359,8.980298078970817,7.047517221357296,7.047517221357296,0,0,0,0,0,0,0,0,0,0,1,0,3918,2300.0,1835.0,2.0,0,2300.0,1835.0,0,11500.0,5750,895.0,39725,18273500.0
46,120,RL,61.0,7658,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456.0,Unf,0.0,1296.0,1752.0,GasA,Ex,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,576.0,TA,TA,Y,196,82,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,319900.0,12.675763725937609,4.110873864173311,8.943506132037239,7.468513271496337,7.468513271496337,0,0,0,0,1,0,1,0,0,1,1,1,4010,3504.0,2208.0,3.0,278,3504.0,2208.0,278,31536.0,15768,4104.0,68922,26833632.0
47,50,RL,48.0,12822,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351.0,Unf,0.0,83.0,1434.0,GasA,Ex,Y,SBrkr,1518,631,0,2149,1.0,0.0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2.0,670.0,TA,TA,Y,168,43,0,0,198,0,NA,NA,NA,0,8,2009,WD,Abnorml,239686.0,12.387085012375499,3.871201010907891,9.458917724547202,7.325148957955575,7.67275789664251,1,0,0,0,1,0,1,0,1,1,1,1,4006,3583.0,3500.0,2.5,409,3583.0,3500.0,409,25081.0,15043,9457.0,89754,45941226.0
48,20,FV,84.0,11096,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632.0,1656.0,GasA,Ex,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,0,146,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,249700.0,12.428015476267865,4.430816798843313,9.314339961994667,7.412160334945205,7.412160334945205,0,0,0,0,0,0,1,0,0,1,1,0,4012,3312.0,1680.0,2.0,146,3312.0,1680.0,146,26496.0,13248,192.0,88768,36749952.0
49,190,RM,33.0,4456,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,736.0,736.0,GasA,Gd,Y,SBrkr,736,716,0,1452,0.0,0.0,2,0,2,3,TA,8,Typ,0,NA,NA,1940.0,NA,0.0,0.0,NA,NA,N,0,0,102,0,0,0,NA,NA,NA,0,6,2009,New,Partial,113000.0,11.635143097694478,3.4965075614664802,8.40200678160712,6.601230118728877,7.280697195384741,1,0,0,1,0,0,0,0,0,1,1,0,3928,2188.0,1452.0,2.0,102,2188.0,1452.0,102,8752.0,5808,0.0,17824,9749728.0
50,20,RL,66.0,7742,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0.0,192.0,955.0,GasA,Ex,Y,SBrkr,955,0,0,955,1.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,127000.0,11.751942365440728,4.189654742026425,8.954415331137593,6.86171134048073,6.86171134048073,0,0,0,0,0,0,0,0,0,0,1,0,3932,1910.0,1718.0,2.0,0,1910.0,1718.0,0,9550.0,4775,3815.0,38710,14787220.0
51,60,RL,85.23390498384785,13869,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612.0,794.0,GasA,Gd,Y,SBrkr,794,676,0,1470,0.0,1.0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1997.0,Fin,2.0,388.0,TA,TA,Y,0,75,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,177000.0,12.083905011555967,4.445399300495643,9.537411412656335,6.677083461247136,7.293017679772782,1,0,0,0,0,0,1,0,0,1,1,0,3994,2264.0,1652.0,2.5,75,2264.0,1652.0,75,13584.0,8820,1092.0,83214,31399416.0
52,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,816,0,360,1176,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2.0,528.0,TA,TA,Y,112,0,0,0,0,0,NA,MnPrv,Shed,400,9,2006,WD,Normal,114500.0,11.648330101976432,3.9512437185814275,8.738735461363474,6.704414354964107,7.069874128458572,0,0,0,0,1,1,0,0,0,0,1,1,3884,1632.0,816.0,1.0,112,1632.0,816.0,112,9792.0,7056,0.0,37440,10183680.0
53,90,RM,110.0,8472,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104.0,GLQ,712.0,0.0,816.0,GasA,TA,N,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,CarPort,1963.0,Unf,2.0,516.0,TA,TA,Y,106,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,110000.0,11.608235644774552,4.700480365792417,9.044521887281242,6.704414354964107,6.704414354964107,0,0,0,0,0,0,0,0,0,0,1,1,3926,1632.0,1632.0,2.0,106,1632.0,1632.0,106,8160.0,4080,520.0,42360,13826304.0
54,20,RL,68.0,50271,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,857,72,0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,385000.0,12.86099861326992,4.219507705176107,10.825183649068833,7.518607216815252,7.518607216815252,0,0,0,0,1,0,1,0,0,1,1,1,3968,3684.0,3652.0,2.5,929,3684.0,3652.0,929,33156.0,16578,16290.0,452439,185198364.0
55,80,RL,60.0,7134,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,0.0,384.0,GasA,TA,Y,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2.0,572.0,TA,TA,Y,0,50,0,0,0,0,NA,MnPrv,NA,0,2,2007,WD,Normal,130000.0,11.77528972943772,4.0943445622221,8.872627365918836,7.215239978730097,7.215239978730097,0,0,0,0,1,0,1,0,0,1,1,0,3910,1744.0,1744.0,1.0,50,1744.0,1744.0,50,8720.0,6800,1920.0,35670,12441696.0
56,20,RL,100.0,10175,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,0,0,0,407,0,0,NA,NA,NA,0,7,2008,WD,Normal,180500.0,12.103486056755072,4.605170185988092,9.227689010310796,7.261927092702751,7.261927092702751,0,1,0,0,1,0,0,0,0,1,1,0,3928,2850.0,1915.0,2.0,407,2850.0,1915.0,407,17100.0,8550,2940.0,61050,28998750.0
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321.0,970.0,GasA,Ex,Y,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1999.0,Fin,2.0,480.0,TA,TA,Y,115,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Abnorml,172500.0,12.058152515453552,3.1780538303479458,7.8804263442924,6.890609120147166,7.461065514354283,1,0,1,0,0,0,0,0,0,0,1,1,3999,2709.0,2388.0,3.5,115,2709.0,2388.0,115,21672.0,13912,5192.0,21160,7165305.0
58,60,RL,89.0,11645,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,196500.0,12.188417710291453,4.48863636973214,9.36263218231844,6.756932389247553,7.450079569807499,1,0,0,0,0,0,1,0,0,1,1,0,4008,2580.0,1720.0,2.5,70,2580.0,1720.0,70,18060.0,12040,0.0,81515,30044100.0
59,60,RL,66.0,13682,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,NA,NA,NA,0,10,2006,New,Partial,438780.0,12.991753427493052,4.189654742026425,9.523836379320944,7.262628600974241,7.987864096085687,1,0,0,1,1,0,0,0,0,1,1,1,4012,4355.0,2945.0,3.5,229,4355.0,2945.0,229,43550.0,29450,0.0,136820,59585110.0
60,20,RL,60.0,7200,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,196,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,124900.0,11.73526869611367,4.0943445622221,8.881836305004146,6.659293919683638,6.659293919683638,0,0,0,0,0,0,0,0,0,0,1,1,3944,1560.0,1412.0,1.0,196,1560.0,1412.0,196,7800.0,3900,3160.0,36000,11232000.0
61,20,RL,63.0,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,NA,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,5,2006,New,Partial,158000.0,11.970350312009105,4.143134726391533,9.478227817099784,7.05444965813294,7.05444965813294,0,0,0,0,0,0,1,0,0,1,1,0,4008,2316.0,2099.0,2.5,50,2316.0,2099.0,50,13896.0,6948,5646.0,78432,30274752.0
62,75,RM,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,TA,N,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,Fa,6,Typ,0,NA,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,0,0,144,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,101000.0,11.522875795823397,4.0943445622221,8.881836305004146,6.364750756851911,7.01301578963963,1,0,0,1,0,0,0,0,0,1,1,0,3916,1641.0,1111.0,1.0,144,1641.0,1111.0,144,8205.0,5555,0.0,36000,11815200.0
63,120,RL,44.0,6442,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,202500.0,12.218495165528731,3.784189633918261,8.770594329891145,7.222566018822171,7.222566018822171,0,0,0,0,1,0,1,0,0,1,1,1,4012,2740.0,1394.0,2.0,169,2740.0,1394.0,169,21920.0,10960,192.0,51536,17651080.0
